date,close
2024-12-02,100.66
2024-12-03,102.18
2024-12-04,102.82
2024-12-05,100.54
2024-12-06,102.2
2024-12-09,103.06
2024-12-10,102.14
2024-12-11,103.24
2024-12-12,103.96
2024-12-13,104.55
2024-12-16,104.65
2024-12-17,105.71
2024-12-18,104.4
2024-12-19,104.15
2024-12-20,103.32
2024-12-23,104.46
2024-12-24,104.59
2024-12-25,104.1
2024-12-26,102.72
2024-12-27,102.31
2024-12-30,102.37
2024-12-31,101.92
2025-01-01,104.33
2025-01-02,106.25
2025-01-03,101.33
2025-01-06,98.06
2025-01-07,97.81
2025-01-08,97.13
2025-01-09,97.54
2025-01-10,97.96
2025-01-13,101.74
2025-01-14,99.81
2025-01-15,99.2
2025-01-16,102.88
2025-01-17,104.11
2025-01-20,105.39
2025-01-21,104.49
2025-01-22,101.54
2025-01-23,101.89
2025-01-24,102.14
2025-01-27,100.0
2025-01-28,98.85
2025-01-29,98.77
2025-01-30,97.18
2025-01-31,97.06
2025-02-03,97.27
2025-02-04,97.38
2025-02-05,96.56
2025-02-06,97.62
2025-02-07,99.22
2025-02-10,99.83
2025-02-11,98.45
2025-02-12,99.77
2025-02-13,98.94
2025-02-14,100.54
2025-02-17,98.7
2025-02-18,100.35
2025-02-19,100.37
2025-02-20,98.23
2025-02-21,97.73
2025-02-24,97.87
2025-02-25,98.39
2025-02-26,96.75
2025-02-27,94.92
2025-02-28,95.3
2025-03-03,94.57
2025-03-04,95.0
2025-03-05,96.33
2025-03-06,93.62
2025-03-07,94.08
2025-03-10,96.18
2025-03-11,95.72
2025-03-12,94.41
2025-03-13,95.72
2025-03-14,96.19
2025-03-17,97.77
2025-03-18,97.22
2025-03-19,94.76
2025-03-20,94.62
2025-03-21,93.93
2025-03-24,95.27
2025-03-25,95.64
2025-03-26,92.97
2025-03-27,91.07
2025-03-28,92.55
2025-03-31,93.71
2025-04-01,92.7
2025-04-02,92.75
2025-04-03,93.52
2025-04-04,94.34
2025-04-07,95.86
2025-04-08,96.34
2025-04-09,96.23
2025-04-10,95.83
2025-04-11,97.68
2025-04-14,93.92
2025-04-15,93.74
2025-04-16,93.84
2025-04-17,91.55
2025-04-18,92.14
2025-04-21,91.13
2025-04-22,92.57
2025-04-23,92.41
2025-04-24,93.55
2025-04-25,95.63
2025-04-28,96.32
2025-04-29,94.89
2025-04-30,92.44
2025-05-01,95.38
2025-05-02,95.24
2025-05-05,94.14
2025-05-06,94.42
2025-05-07,94.15
2025-05-08,95.62
2025-05-09,95.73
2025-05-12,95.79
2025-05-13,94.64
2025-05-14,95.47
2025-05-15,93.79
2025-05-16,94.95
2025-05-19,97.58
2025-05-20,95.04
2025-05-21,91.03
2025-05-22,92.07
2025-05-23,96.35
2025-05-26,94.71
2025-05-27,92.69
2025-05-28,93.7
2025-05-29,92.37
2025-05-30,91.59
2025-06-02,91.07
2025-06-03,91.98
2025-06-04,91.36
2025-06-05,91.86
2025-06-06,91.62
2025-06-09,90.3
2025-06-10,89.84
2025-06-11,88.39
2025-06-12,88.44
2025-06-13,86.75
2025-06-16,85.13
2025-06-17,87.39
2025-06-18,87.35
2025-06-19,87.31
2025-06-20,88.14
2025-06-23,87.53
2025-06-24,87.22
2025-06-25,87.92
2025-06-26,88.4
2025-06-27,86.65
2025-06-30,87.98
2025-07-01,87.11
2025-07-02,85.54
2025-07-03,84.24
2025-07-04,83.7
2025-07-07,86.18
2025-07-08,84.45
2025-07-09,84.73
2025-07-10,81.63
2025-07-11,81.67
2025-07-14,83.01
2025-07-15,82.71
2025-07-16,81.83
2025-07-17,82.21
2025-07-18,83.27
2025-07-21,84.29
2025-07-22,87.32
2025-07-23,87.68
2025-07-24,86.81
2025-07-25,86.66
2025-07-28,86.59
2025-07-29,86.8
2025-07-30,86.79
2025-07-31,87.1
2025-08-01,84.61
2025-08-04,85.9
2025-08-05,85.08
2025-08-06,83.37
2025-08-07,84.36
2025-08-08,86.38
2025-08-11,87.18
2025-08-12,87.47
2025-08-13,86.08
2025-08-14,90.6
2025-08-15,92.06
2025-08-18,90.27
2025-08-19,89.08
2025-08-20,89.26
2025-08-21,86.89
2025-08-22,87.19
2025-08-25,86.53
2025-08-26,88.46
2025-08-27,90.02
2025-08-28,85.86
2025-08-29,85.96
2025-09-01,83.58
2025-09-02,85.28
2025-09-03,85.57
2025-09-04,86.44
2025-09-05,84.88
2025-09-08,87.7
2025-09-09,90.92
2025-09-10,89.28
2025-09-11,89.91
2025-09-12,88.89
2025-09-15,88.89
2025-09-16,86.97
2025-09-17,89.93
2025-09-18,88.45
2025-09-19,88.03
2025-09-22,88.85
2025-09-23,87.89
2025-09-24,87.56
2025-09-25,86.73
2025-09-26,86.57
2025-09-29,84.84
2025-09-30,84.23
2025-10-01,83.96
2025-10-02,83.51
2025-10-03,83.63
2025-10-06,83.24
2025-10-07,84.4
2025-10-08,83.96
2025-10-09,83.79
2025-10-10,82.86
2025-10-13,82.13
2025-10-14,80.36
2025-10-15,81.14
2025-10-16,79.56
2025-10-17,78.55
2025-10-20,79.09
2025-10-21,79.69
2025-10-22,79.17
2025-10-23,76.44
2025-10-24,77.04
2025-10-27,77.43
2025-10-28,75.56
2025-10-29,76.63
2025-10-30,75.73
2025-10-31,74.27
2025-11-03,74.44
2025-11-04,74.24
2025-11-05,74.54
2025-11-06,72.49
2025-11-07,74.88
2025-11-10,74.13
2025-11-11,72.18
2025-11-12,73.0
2025-11-13,72.58
2025-11-14,73.03
2025-11-17,72.63
2025-11-18,72.59
2025-11-19,72.94
2025-11-20,72.02
2025-11-21,72.92
2025-11-24,72.36
2025-11-25,71.29
2025-11-26,71.42
2025-11-27,72.02
2025-11-28,71.76
2025-12-01,70.71
2025-12-02,71.52
2025-12-03,69.37
2025-12-04,68.15
2025-12-05,68.23
2025-12-08,66.65
2025-12-09,66.71
2025-12-10,66.68
2025-12-11,67.78
2025-12-12,66.72
2025-12-15,66.02
2025-12-16,66.44
2025-12-17,63.66
2025-12-18,67.27
2025-12-19,66.47
2025-12-22,65.65
2025-12-23,66.69
2025-12-24,66.68
2025-12-25,64.65
2025-12-26,65.4
2025-12-29,66.42
2025-12-30,65.93
2025-12-31,65.64
2026-01-01,66.23
2026-01-02,65.21
2026-01-05,65.75
2026-01-06,66.01
2026-01-07,65.26
2026-01-08,63.71
2026-01-09,63.49
2026-01-12,62.54
2026-01-13,63.69
2026-01-14,63.88
2026-01-15,64.8
2026-01-16,64.98
2026-01-19,65.32
2026-01-20,64.45
2026-01-21,65.25
2026-01-22,67.37
2026-01-23,67.03
2026-01-26,66.37
2026-01-27,66.21
2026-01-28,65.69
2026-01-29,64.91
2026-01-30,65.1
2026-02-02,64.8
2026-02-03,66.49
2026-02-04,66.53
2026-02-05,66.94
2026-02-06,68.11
2026-02-09,67.78
2026-02-10,69.55
2026-02-11,68.81
2026-02-12,67.87
2026-02-13,67.47
2026-02-16,67.36
2026-02-17,65.75
2026-02-18,65.74
2026-02-19,63.86
2026-02-20,65.48
