date,close
2024-12-02,112.01
2024-12-03,109.53
2024-12-04,109.95
2024-12-05,109.41
2024-12-06,108.99
2024-12-09,108.79
2024-12-10,106.88
2024-12-11,106.68
2024-12-12,105.88
2024-12-13,109.04
2024-12-16,109.27
2024-12-17,108.95
2024-12-18,108.69
2024-12-19,108.06
2024-12-20,107.08
2024-12-23,106.72
2024-12-24,107.19
2024-12-25,106.98
2024-12-26,107.9
2024-12-27,107.72
2024-12-30,107.76
2024-12-31,109.25
2025-01-01,109.79
2025-01-02,109.31
2025-01-03,109.15
2025-01-06,109.68
2025-01-07,111.58
2025-01-08,111.33
2025-01-09,111.11
2025-01-10,112.11
2025-01-13,111.25
2025-01-14,110.98
2025-01-15,111.86
2025-01-16,112.44
2025-01-17,112.55
2025-01-20,113.23
2025-01-21,110.45
2025-01-22,111.46
2025-01-23,110.54
2025-01-24,108.94
2025-01-27,109.22
2025-01-28,109.91
2025-01-29,109.49
2025-01-30,108.47
2025-01-31,108.51
2025-02-03,108.47
2025-02-04,109.83
2025-02-05,110.57
2025-02-06,110.78
2025-02-07,111.88
2025-02-10,111.69
2025-02-11,110.8
2025-02-12,111.38
2025-02-13,111.97
2025-02-14,111.77
2025-02-17,111.02
2025-02-18,111.25
2025-02-19,108.85
2025-02-20,109.52
2025-02-21,110.01
2025-02-24,108.45
2025-02-25,108.52
2025-02-26,107.61
2025-02-27,108.35
2025-02-28,106.43
2025-03-03,105.59
2025-03-04,106.27
2025-03-05,107.37
2025-03-06,105.36
2025-03-07,104.91
2025-03-10,105.22
2025-03-11,104.67
2025-03-12,106.16
2025-03-13,105.07
2025-03-14,105.41
2025-03-17,104.45
2025-03-18,105.77
2025-03-19,105.76
2025-03-20,105.43
2025-03-21,103.85
2025-03-24,105.42
2025-03-25,106.13
2025-03-26,106.85
2025-03-27,107.94
2025-03-28,108.29
2025-03-31,107.69
2025-04-01,106.95
2025-04-02,106.21
2025-04-03,107.51
2025-04-04,106.15
2025-04-07,105.61
2025-04-08,105.32
2025-04-09,105.54
2025-04-10,106.09
2025-04-11,104.94
2025-04-14,103.36
2025-04-15,103.37
2025-04-16,104.5
2025-04-17,105.21
2025-04-18,105.42
2025-04-21,105.14
2025-04-22,105.43
2025-04-23,105.21
2025-04-24,105.99
2025-04-25,105.26
2025-04-28,105.4
2025-04-29,105.31
2025-04-30,105.83
2025-05-01,106.05
2025-05-02,108.47
2025-05-05,109.93
2025-05-06,111.4
2025-05-07,109.43
2025-05-08,109.12
2025-05-09,108.54
2025-05-12,109.07
2025-05-13,106.91
2025-05-14,108.04
2025-05-15,109.07
2025-05-16,107.84
2025-05-19,106.93
2025-05-20,106.19
2025-05-21,106.24
2025-05-22,106.85
2025-05-23,108.81
2025-05-26,108.64
2025-05-27,109.39
2025-05-28,109.55
2025-05-29,111.28
2025-05-30,112.02
2025-06-02,113.4
2025-06-03,112.34
2025-06-04,112.16
2025-06-05,111.37
2025-06-06,112.87
2025-06-09,113.54
2025-06-10,113.25
2025-06-11,112.81
2025-06-12,113.31
2025-06-13,112.63
2025-06-16,111.72
2025-06-17,112.21
2025-06-18,114.69
2025-06-19,114.45
2025-06-20,113.9
2025-06-23,112.75
2025-06-24,111.44
2025-06-25,111.97
2025-06-26,112.83
2025-06-27,112.85
2025-06-30,113.2
2025-07-01,113.33
2025-07-02,113.48
2025-07-03,111.97
2025-07-04,111.54
2025-07-07,111.66
2025-07-08,110.9
2025-07-09,110.45
2025-07-10,109.67
2025-07-11,109.36
2025-07-14,110.2
2025-07-15,109.82
2025-07-16,109.68
2025-07-17,110.49
2025-07-18,111.13
2025-07-21,112.82
2025-07-22,110.77
2025-07-23,111.62
2025-07-24,111.16
2025-07-25,111.31
2025-07-28,112.15
2025-07-29,113.24
2025-07-30,114.29
2025-07-31,114.46
2025-08-01,116.11
2025-08-04,115.84
2025-08-05,115.71
2025-08-06,116.54
2025-08-07,115.99
2025-08-08,118.24
2025-08-11,119.32
2025-08-12,121.64
2025-08-13,121.63
2025-08-14,121.23
2025-08-15,121.43
2025-08-18,122.23
2025-08-19,121.61
2025-08-20,122.04
2025-08-21,122.03
2025-08-22,123.8
2025-08-25,123.09
2025-08-26,124.25
2025-08-27,123.56
2025-08-28,122.53
2025-08-29,121.78
2025-09-01,120.52
2025-09-02,120.69
2025-09-03,121.81
2025-09-04,122.0
2025-09-05,122.69
2025-09-08,124.49
2025-09-09,124.8
2025-09-10,125.03
2025-09-11,124.74
2025-09-12,123.0
2025-09-15,123.84
2025-09-16,121.95
2025-09-17,122.67
2025-09-18,122.67
2025-09-19,123.91
2025-09-22,123.85
2025-09-23,122.97
2025-09-24,123.37
2025-09-25,122.78
2025-09-26,122.6
2025-09-29,122.66
2025-09-30,122.53
2025-10-01,122.34
2025-10-02,121.46
2025-10-03,121.27
2025-10-06,119.02
2025-10-07,118.87
2025-10-08,117.63
2025-10-09,118.81
2025-10-10,120.17
2025-10-13,118.13
2025-10-14,118.3
2025-10-15,118.18
2025-10-16,117.11
2025-10-17,117.67
2025-10-20,117.21
2025-10-21,115.41
2025-10-22,115.15
2025-10-23,115.01
2025-10-24,115.13
2025-10-27,113.9
2025-10-28,114.54
2025-10-29,115.3
2025-10-30,114.15
2025-10-31,113.5
2025-11-03,113.44
2025-11-04,112.89
2025-11-05,114.65
2025-11-06,114.87
2025-11-07,113.87
2025-11-10,113.09
2025-11-11,113.05
2025-11-12,115.38
2025-11-13,115.21
2025-11-14,115.35
2025-11-17,115.89
2025-11-18,115.86
2025-11-19,118.23
2025-11-20,117.69
2025-11-21,118.48
2025-11-24,118.66
2025-11-25,119.33
2025-11-26,118.11
2025-11-27,119.98
2025-11-28,119.87
2025-12-01,119.92
2025-12-02,118.95
2025-12-03,118.2
2025-12-04,118.8
2025-12-05,119.86
2025-12-08,120.67
2025-12-09,121.98
2025-12-10,122.76
2025-12-11,122.81
2025-12-12,123.73
2025-12-15,124.4
2025-12-16,124.3
2025-12-17,125.12
2025-12-18,126.56
2025-12-19,126.83
2025-12-22,126.45
2025-12-23,127.27
2025-12-24,129.44
2025-12-25,129.21
2025-12-26,129.12
2025-12-29,128.98
2025-12-30,130.4
2025-12-31,128.32
2026-01-01,128.75
2026-01-02,130.12
2026-01-05,129.21
2026-01-06,130.93
2026-01-07,131.57
2026-01-08,130.95
2026-01-09,131.2
2026-01-12,129.45
2026-01-13,128.82
2026-01-14,130.93
2026-01-15,129.92
2026-01-16,132.07
2026-01-19,131.99
2026-01-20,133.17
2026-01-21,133.23
2026-01-22,130.64
2026-01-23,130.0
2026-01-26,130.23
2026-01-27,128.93
2026-01-28,127.42
2026-01-29,127.85
2026-01-30,127.14
2026-02-02,125.26
2026-02-03,124.53
2026-02-04,125.49
2026-02-05,124.98
2026-02-06,126.03
2026-02-09,127.76
2026-02-10,127.81
2026-02-11,126.56
2026-02-12,125.13
2026-02-13,125.11
2026-02-16,126.1
2026-02-17,126.42
2026-02-18,127.05
2026-02-19,126.56
2026-02-20,126.92
