date,close
2024-12-02,99.21
2024-12-03,99.03
2024-12-04,101.16
2024-12-05,102.03
2024-12-06,99.98
2024-12-09,100.0
2024-12-10,99.25
2024-12-11,99.47
2024-12-12,97.5
2024-12-13,97.83
2024-12-16,98.15
2024-12-17,100.15
2024-12-18,100.59
2024-12-19,101.27
2024-12-20,99.41
2024-12-23,102.31
2024-12-24,99.9
2024-12-25,101.33
2024-12-26,100.94
2024-12-27,99.86
2024-12-30,99.07
2024-12-31,98.26
2025-01-01,98.76
2025-01-02,98.66
2025-01-03,100.55
2025-01-06,98.29
2025-01-07,98.32
2025-01-08,97.25
2025-01-09,98.24
2025-01-10,95.68
2025-01-13,95.3
2025-01-14,95.58
2025-01-15,93.84
2025-01-16,95.04
2025-01-17,95.29
2025-01-20,96.53
2025-01-21,97.74
2025-01-22,96.57
2025-01-23,95.63
2025-01-24,95.42
2025-01-27,96.35
2025-01-28,97.42
2025-01-29,96.59
2025-01-30,95.88
2025-01-31,94.95
2025-02-03,94.29
2025-02-04,94.03
2025-02-05,93.91
2025-02-06,96.4
2025-02-07,95.82
2025-02-10,95.5
2025-02-11,96.09
2025-02-12,94.97
2025-02-13,94.56
2025-02-14,94.61
2025-02-17,95.56
2025-02-18,94.02
2025-02-19,95.69
2025-02-20,95.3
2025-02-21,95.53
2025-02-24,96.59
2025-02-25,97.43
2025-02-26,98.77
2025-02-27,99.01
2025-02-28,99.02
2025-03-03,99.45
2025-03-04,98.24
2025-03-05,99.79
2025-03-06,98.85
2025-03-07,97.32
2025-03-10,99.91
2025-03-11,99.77
2025-03-12,98.33
2025-03-13,100.68
2025-03-14,100.3
2025-03-17,101.68
2025-03-18,100.65
2025-03-19,100.37
2025-03-20,98.29
2025-03-21,95.98
2025-03-24,94.84
2025-03-25,94.78
2025-03-26,95.76
2025-03-27,98.77
2025-03-28,97.52
2025-03-31,98.8
2025-04-01,98.08
2025-04-02,97.93
2025-04-03,96.15
2025-04-04,94.4
2025-04-07,93.51
2025-04-08,92.15
2025-04-09,92.17
2025-04-10,91.39
2025-04-11,92.87
2025-04-14,93.08
2025-04-15,93.3
2025-04-16,94.68
2025-04-17,95.33
2025-04-18,95.31
2025-04-21,95.23
2025-04-22,95.12
2025-04-23,96.45
2025-04-24,97.44
2025-04-25,97.92
2025-04-28,98.94
2025-04-29,98.29
2025-04-30,98.96
2025-05-01,97.25
2025-05-02,98.94
2025-05-05,99.09
2025-05-06,99.35
2025-05-07,100.13
2025-05-08,100.15
2025-05-09,99.86
2025-05-12,101.4
2025-05-13,101.58
2025-05-14,100.45
2025-05-15,101.04
2025-05-16,98.92
2025-05-19,101.04
2025-05-20,100.85
2025-05-21,100.95
2025-05-22,103.89
2025-05-23,106.78
2025-05-26,106.97
2025-05-27,107.85
2025-05-28,109.38
2025-05-29,111.75
2025-05-30,111.6
2025-06-02,111.83
2025-06-03,113.61
2025-06-04,114.03
2025-06-05,115.15
2025-06-06,116.08
2025-06-09,114.47
2025-06-10,113.27
2025-06-11,109.6
2025-06-12,109.27
2025-06-13,111.17
2025-06-16,109.66
2025-06-17,111.41
2025-06-18,112.86
2025-06-19,112.82
2025-06-20,112.84
2025-06-23,113.0
2025-06-24,111.81
2025-06-25,111.45
2025-06-26,111.42
2025-06-27,112.32
2025-06-30,113.48
2025-07-01,112.46
2025-07-02,113.67
2025-07-03,112.6
2025-07-04,112.4
2025-07-07,112.96
2025-07-08,112.96
2025-07-09,112.82
2025-07-10,113.24
2025-07-11,112.49
2025-07-14,111.6
2025-07-15,111.35
2025-07-16,112.74
2025-07-17,112.63
2025-07-18,115.4
2025-07-21,115.75
2025-07-22,111.53
2025-07-23,110.95
2025-07-24,113.34
2025-07-25,113.38
2025-07-28,112.8
2025-07-29,111.6
2025-07-30,113.51
2025-07-31,114.99
2025-08-01,116.0
2025-08-04,116.67
2025-08-05,118.84
2025-08-06,120.12
2025-08-07,118.31
2025-08-08,119.5
2025-08-11,119.79
2025-08-12,119.66
2025-08-13,120.86
2025-08-14,120.94
2025-08-15,116.59
2025-08-18,118.94
2025-08-19,120.54
2025-08-20,120.39
2025-08-21,119.87
2025-08-22,120.25
2025-08-25,118.35
2025-08-26,118.85
2025-08-27,118.54
2025-08-28,118.05
2025-08-29,116.73
2025-09-01,115.77
2025-09-02,117.43
2025-09-03,119.46
2025-09-04,120.26
2025-09-05,120.23
2025-09-08,118.94
2025-09-09,120.06
2025-09-10,122.56
2025-09-11,120.13
2025-09-12,121.96
2025-09-15,118.72
2025-09-16,118.25
2025-09-17,118.86
2025-09-18,116.87
2025-09-19,114.69
2025-09-22,115.0
2025-09-23,116.31
2025-09-24,115.65
2025-09-25,117.67
2025-09-26,116.55
2025-09-29,119.2
2025-09-30,119.41
2025-10-01,119.81
2025-10-02,120.78
2025-10-03,121.31
2025-10-06,124.2
2025-10-07,127.74
2025-10-08,128.66
2025-10-09,128.44
2025-10-10,126.59
2025-10-13,125.43
2025-10-14,125.48
2025-10-15,125.36
2025-10-16,125.33
2025-10-17,125.38
2025-10-20,126.21
2025-10-21,124.12
2025-10-22,122.56
2025-10-23,124.35
2025-10-24,125.71
2025-10-27,124.9
2025-10-28,127.0
2025-10-29,125.96
2025-10-30,125.6
2025-10-31,122.78
2025-11-03,124.14
2025-11-04,124.17
2025-11-05,125.89
2025-11-06,127.06
2025-11-07,127.26
2025-11-10,127.57
2025-11-11,129.55
2025-11-12,129.34
2025-11-13,129.15
2025-11-14,129.32
2025-11-17,130.71
2025-11-18,132.3
2025-11-19,135.61
2025-11-20,135.55
2025-11-21,137.81
2025-11-24,136.78
2025-11-25,137.92
2025-11-26,138.24
2025-11-27,141.41
2025-11-28,142.61
2025-12-01,141.93
2025-12-02,143.08
2025-12-03,143.83
2025-12-04,143.39
2025-12-05,142.98
2025-12-08,141.42
2025-12-09,146.55
2025-12-10,146.94
2025-12-11,148.89
2025-12-12,146.86
2025-12-15,145.0
2025-12-16,144.85
2025-12-17,144.72
2025-12-18,146.33
